filename	utterance	'point_index	f0_value
ExpBase_Sp10_S7_Polar_F_U2.TextGrid	tum bali  dekho gi		5	254.8536073347452
ExpBase_Sp10_S7_Polar_F_U2.TextGrid	tum bali  dekho gi		6	237.35212285380254
ExpBase_Sp10_S7_Polar_F_U2.TextGrid	tum bali  dekho gi		7	222.73840545149196
ExpBase_Sp10_S7_Polar_F_U2.TextGrid	tum bali  dekho gi		8	230.42975095508922
ExpBase_Sp10_S7_Polar_F_U2.TextGrid	tum bali  dekho gi		9	238.7001768596093
ExpBase_Sp10_S7_Polar_F_U2.TextGrid	tum bali  dekho gi		10	228.58055843498798
ExpBase_Sp10_S7_Polar_F_U2.TextGrid	tum bali  dekho gi		11	228.47925803829156
ExpBase_Sp10_S7_Polar_F_U2.TextGrid	tum bali  dekho gi		12	--undefined--
ExpBase_Sp10_S7_Polar_F_U2.TextGrid	tum bali  dekho gi		13	--undefined--
ExpBase_Sp10_S7_Polar_F_U2.TextGrid	tum bali  dekho gi		14	285.7528271757379
ExpBase_Sp10_S7_Polar_F_U2.TextGrid	tum bali  dekho gi		15	290.59955255084526
ExpBase_Sp10_S7_Polar_F_U2.TextGrid	tum bali  dekho gi		16	273.41418597681877
ExpBase_Sp10_S7_Polar_F_U2.TextGrid	tum bali  dekho gi		17	288.55024988257315
ExpBase_Sp10_S7_Polar_F_U2.TextGrid	tum bali  dekho gi		18	284.63022265319256
ExpBase_Sp10_S7_Polar_F_U2.TextGrid	tum bali  dekho gi		19	280.44209125028414
ExpBase_Sp10_S7_Polar_F_U2.TextGrid	tum bali  dekho gi		20	--undefined--
